DateTime,Price
2023-10-09 14:41:11.860356,4.27
2023-10-09 14:44:49.612670,4.27
2023-10-09 14:58:06.943377,4.1
2023-10-09 15:04:05.949640,4.17
2023-10-09 15:08:48.099571,4.17
2023-10-09 15:23:11.031199,4.17
2023-10-09 15:26:48.535774,4.09
2023-10-09 15:30:26.207284,4.07
2023-10-09 15:34:03.516244,4.17
2023-10-09 15:37:40.791616,4.1
2023-10-09 15:41:18.922259,4.11
2023-10-09 15:44:56.719149,4.11
2023-10-09 15:48:34.358075,4.17
2023-10-09 15:52:12.549527,4.17
2023-10-09 15:55:50.803629,4.1
2023-10-09 15:59:29.058676,4.17
2023-10-09 16:03:08.095412,4.23
2023-10-09 21:04:07.202765,4.09
2023-10-09 21:07:45.953720,4.18
2023-10-09 21:11:24.849518,4.22
2023-10-09 21:15:16.000733,4.17
2023-10-09 21:18:54.286257,4.17
